fgood,cbs1,cbinq,cbline,cbterm,cblineut,cbtob,cbdpd,cbnew,pmt,dpd,home,online,period
0,NA,1,1,1,44.74111756,5,No,No,M,NO,No,No,28-02-2017
0,665,1,1,0,36.40208427,5,No,No,A,NO,No,Yes,31-08-2017
0,590,1,2,1,60.6046805,5,Yes,No,P,High,No,No,31-12-2016
0,603,2,3,0,54.61613569,4,No,No,P,NO,No,Yes,28-02-2017
0,745,0,3,1,45.70399636,7,No,No,A,NO,Yes,No,28-02-2017
0,676,1,0,0,53.75398759,6,No,No,P,NO,No,No,31-08-2017
0,767,0,1,1,46.74645786,8,No,No,P,NO,No,No,30-06-2017
0,651,1,3,1,52.90279817,6,Yes,Yes,A,NO,Yes,Yes,30-04-2017
0,637,1,1,1,58.23435392,5,No,No,M,NO,No,Yes,31-05-2017
0,NA,0,0,0,45.2474482,6,No,No,M,NO,No,Yes,31-01-2017
0,668,1,1,0,32.82995983,7,No,No,A,Low,Yes,Yes,28-02-2017
0,NA,1,2,0,53.4014146,4,No,No,M,NO,No,Yes,31-05-2017
0,630,0,0,0,29.0651776,7,No,No,A,NO,Yes,Yes,30-06-2017
0,686,1,0,0,56.38629326,7,No,No,M,NO,Yes,Yes,31-05-2017
0,653,1,3,1,38.5302845,6,No,No,M,Low,No,No,28-02-2017
0,590,1,2,0,49.76606834,6,No,No,A,High,No,Yes,31-07-2017
0,606,0,0,0,36.86350536,5,No,No,P,NO,No,Yes,30-04-2017
0,729,1,1,1,62.68645331,7,No,No,A,NO,No,Yes,30-06-2017
0,706,2,3,1,42.49778587,5,No,No,M,NO,No,No,30-06-2017
0,636,1,2,1,45.9939936,6,No,No,A,High,No,Yes,31-08-2017
0,661,1,0,0,53.73054217,5,No,No,M,NO,Yes,No,31-08-2017
0,623,0,0,0,36.29616283,6,No,No,P,NO,Yes,Yes,31-12-2016
0,530,1,3,1,46.82177553,3,Yes,Yes,M,High,No,Yes,31-05-2017
0,735,0,0,0,32.80225989,8,No,No,A,NO,No,Yes,30-06-2017
0,614,1,0,0,47.41755175,5,No,Yes,M,NO,No,Yes,28-02-2017
0,695,0,1,0,50.43075282,6,No,No,A,NO,Yes,Yes,31-12-2016
0,570,1,3,1,39.22503456,5,No,No,M,Low,Yes,Yes,30-09-2017
0,686,1,3,1,48.59711446,6,No,No,M,Low,No,Yes,31-08-2017
0,654,0,2,0,45.49073941,6,No,No,P,NO,Yes,No,30-06-2017
0,659,1,1,0,73.75818408,3,No,No,M,NO,No,Yes,31-05-2017
0,665,1,2,0,54.95513936,8,No,No,A,NO,No,Yes,31-07-2017
0,557,1,2,1,48.0600868,5,No,No,A,High,Yes,Yes,31-12-2016
0,575,0,1,0,47.3145288,6,No,Yes,P,Low,No,Yes,28-02-2017
0,476,2,3,1,58.9746417,4,Yes,Yes,M,High,No,Yes,31-08-2017
0,644,0,1,0,66.4373537,6,No,No,A,NO,Yes,No,31-05-2017
0,693,1,3,1,51.59461406,4,No,No,M,NO,Yes,Yes,31-07-2017
0,673,1,1,0,29.25130732,5,No,No,A,NO,Yes,No,31-05-2017
0,597,1,2,0,32.96771326,5,No,No,M,NO,No,No,30-06-2017
0,522,2,3,2,70.35939267,3,Yes,Yes,M,High,No,Yes,31-03-2017
0,583,1,2,0,35.17934149,5,No,No,P,NO,No,No,30-06-2017
0,641,1,2,0,63.2793566,5,No,No,P,NO,Yes,Yes,31-01-2017
0,617,1,3,1,29.01641941,6,No,No,M,NO,No,Yes,31-08-2017
0,690,1,3,1,33.109924,5,No,No,M,NO,No,Yes,31-05-2017
0,648,1,0,1,72.31778092,6,No,No,A,Low,No,Yes,31-08-2017
0,682,1,2,0,49.28151878,6,No,No,M,NO,No,Yes,31-03-2017
0,661,1,1,1,54.10101755,7,No,No,A,NO,No,Yes,31-03-2017
0,522,1,3,0,43.28355604,3,No,No,M,NO,No,Yes,31-01-2017
0,559,2,3,1,48.90063286,4,Yes,Yes,M,High,No,Yes,31-08-2017
0,631,0,0,0,26.14542462,6,No,No,A,NO,No,No,31-01-2017
0,640,1,1,1,50.35683875,4,No,No,A,Low,Yes,Yes,30-09-2017
0,688,1,3,0,29.16629963,5,No,No,A,NO,Yes,Yes,30-06-2017
0,NA,1,3,0,53.75902919,5,No,No,P,High,No,Yes,31-03-2017
0,634,1,2,1,55.30112828,5,No,No,P,Low,No,No,31-07-2017
0,713,1,2,1,53.75243201,6,No,No,M,Low,No,Yes,30-09-2017
0,669,0,2,0,29.33914107,6,No,No,M,NO,Yes,No,30-06-2017
0,680,0,0,2,35.9777426,6,No,No,M,Low,No,Yes,31-03-2017
0,NA,2,2,1,28.66489151,4,No,Yes,A,NO,Yes,Yes,31-12-2016
0,709,0,0,0,42.9070801,6,No,No,A,NO,No,No,31-12-2016
0,NA,0,3,0,34.60435241,4,No,No,M,NO,No,Yes,31-05-2017
0,661,1,3,1,40.8732997,6,No,No,A,High,No,No,31-08-2017
0,609,1,2,1,27.02444698,7,No,No,M,Low,Yes,Yes,31-01-2017
0,666,1,2,1,24.53377248,4,No,No,A,NO,No,Yes,31-07-2017
0,NA,2,3,1,59.18542001,5,Yes,No,M,High,No,Yes,31-03-2017
0,658,0,1,0,13.38802788,7,No,No,M,NO,Yes,Yes,31-05-2017
0,664,1,2,1,64.97844402,3,No,No,A,NO,No,Yes,30-09-2017
0,566,0,3,0,53.43973384,4,No,No,M,Low,No,Yes,31-07-2017
0,652,2,3,0,47.25857906,7,No,No,P,Low,No,Yes,31-07-2017
0,620,0,2,1,33.45635964,5,No,Yes,M,Low,No,Yes,31-03-2017
0,NA,0,1,1,34.25018521,6,No,No,M,NO,No,Yes,31-03-2017
0,632,1,3,1,49.55760017,5,No,No,A,NO,Yes,Yes,31-01-2017
0,555,1,3,1,35.30619607,4,Yes,No,M,High,No,Yes,30-06-2017
0,670,0,2,1,33.20110868,6,No,Yes,A,NO,Yes,Yes,31-05-2017
0,615,2,2,2,55.87960405,4,No,Yes,M,NO,No,Yes,28-02-2017
0,602,1,3,0,42.12418661,5,No,No,M,Low,No,Yes,31-12-2016
0,628,0,1,1,41.03494578,6,No,No,M,NO,No,Yes,31-01-2017
0,579,1,2,1,39.7587916,5,No,No,P,NO,No,Yes,31-08-2017
0,511,0,3,1,37.01964194,5,Yes,Yes,A,High,No,Yes,31-12-2016
0,612,1,3,2,43.02212651,4,No,No,M,NO,No,Yes,30-09-2017
0,663,0,0,0,52.82488364,6,No,No,M,NO,No,Yes,28-02-2017
0,NA,0,0,0,13.68921664,6,No,No,M,NO,Yes,No,30-09-2017
0,627,1,3,1,19.15332012,8,No,No,P,Low,No,No,28-02-2017
0,686,1,1,1,52.46403267,5,No,No,M,NO,No,No,31-07-2017
0,661,2,3,2,63.9733643,6,Yes,Yes,P,High,Yes,Yes,31-05-2017
0,710,1,1,1,40.1231362,6,No,No,A,NO,No,Yes,31-07-2017
0,673,1,1,1,42.52557996,5,No,No,M,NO,No,Yes,31-07-2017
0,NA,1,1,0,13.74934473,5,No,No,M,NO,Yes,Yes,31-12-2016
0,NA,2,3,0,36.49113292,5,No,No,A,NO,No,Yes,31-08-2017
0,NA,0,1,1,51.99528398,4,No,No,M,Low,No,Yes,31-01-2017
0,632,1,3,1,43.17541025,4,Yes,Yes,M,NO,No,Yes,31-08-2017
0,646,1,2,1,59.05637458,6,No,No,P,Low,No,No,31-05-2017
0,630,0,0,0,33.66968996,6,No,No,P,NO,No,Yes,31-01-2017
0,756,1,2,1,50.71439667,7,No,No,A,NO,Yes,Yes,30-09-2017
0,604,0,0,0,40.55214992,5,No,No,M,NO,No,No,28-02-2017
0,669,0,0,0,54.0843517,6,No,No,M,NO,No,Yes,30-04-2017
0,NA,0,1,0,33.78529558,4,No,No,A,NO,No,Yes,31-05-2017
0,612,0,1,0,23.13053046,5,No,Yes,M,NO,No,Yes,30-09-2017
0,680,1,2,0,53.32080983,4,No,No,M,NO,Yes,Yes,30-04-2017
0,651,0,1,1,40.07486352,4,No,No,M,NO,No,Yes,28-02-2017
0,677,1,2,0,55.18863028,5,No,No,A,NO,No,Yes,31-03-2017
0,677,1,2,1,23.28059429,5,No,No,A,NO,No,Yes,31-03-2017
0,716,0,1,0,47.30184905,7,No,No,M,NO,Yes,No,30-09-2017
0,539,0,3,2,41.80876736,4,No,No,M,Low,Yes,Yes,30-09-2017
0,604,0,0,1,41.51193332,5,No,No,A,NO,No,No,31-01-2017
0,593,0,1,1,37.54026901,5,No,No,P,NO,No,No,31-03-2017
0,596,1,2,1,47.15059317,6,No,No,P,Low,No,No,31-03-2017
0,676,2,3,1,38.74969404,7,No,Yes,A,NO,No,Yes,31-07-2017
0,650,0,2,1,50.49805612,5,No,No,M,NO,No,Yes,31-05-2017
0,NA,0,0,0,47.69062469,8,No,No,M,NO,No,No,31-03-2017
0,NA,0,2,0,27.78396246,7,No,No,P,NO,No,Yes,31-08-2017
0,639,2,1,1,56.88830835,7,No,No,M,Low,No,Yes,31-03-2017
0,699,0,1,0,28.68131434,7,No,No,M,NO,Yes,Yes,31-07-2017
0,715,0,2,1,53.30207494,7,No,No,M,NO,No,Yes,31-05-2017
0,495,1,2,1,76.32289116,5,Yes,Yes,M,High,No,Yes,31-07-2017
0,699,1,2,0,62.74663042,7,No,No,A,Low,Yes,Yes,30-09-2017
0,593,0,0,1,54.72184325,5,No,Yes,A,NO,Yes,Yes,31-07-2017
0,660,1,2,0,30.28341664,5,No,No,A,NO,No,No,30-06-2017
0,505,0,1,0,18.64409982,6,No,No,M,High,No,Yes,31-12-2016
0,602,0,2,0,28.49204036,6,No,No,A,NO,No,Yes,30-04-2017
0,NA,1,3,0,55.05992563,6,Yes,No,M,High,Yes,Yes,30-04-2017
0,670,0,0,0,44.37444415,5,No,No,A,NO,Yes,No,30-09-2017
0,NA,1,0,1,53.09302786,6,No,Yes,M,NO,No,Yes,31-05-2017
0,677,1,0,0,42.96544066,4,No,No,M,NO,Yes,Yes,31-08-2017
0,NA,0,0,0,23.01254393,7,No,No,M,NO,No,No,28-02-2017
0,606,1,3,0,32.29182285,6,No,No,A,Low,No,No,31-12-2016
0,589,1,3,1,44.51694024,4,No,No,P,High,No,No,31-07-2017
0,584,1,2,1,59.67361692,4,No,No,M,Low,No,No,28-02-2017
0,696,0,1,0,37.34349041,7,No,No,M,NO,Yes,Yes,31-05-2017
0,760,1,2,1,52.79970459,5,No,No,A,NO,Yes,Yes,31-12-2016
0,598,0,1,0,29.93513406,6,No,No,M,NO,No,Yes,30-06-2017
0,638,0,0,1,48.97698749,6,No,No,A,NO,No,Yes,31-12-2016
0,586,1,2,0,45.75030104,5,No,Yes,M,NO,No,Yes,31-07-2017
0,604,1,0,1,41.76447029,5,No,No,M,NO,No,No,30-09-2017
0,587,1,3,1,55.21828575,6,No,No,A,Low,No,Yes,31-05-2017
0,560,1,3,2,55.18485969,5,Yes,No,M,High,No,Yes,30-09-2017
0,746,1,0,1,47.65997133,8,No,No,P,NO,Yes,No,31-07-2017
0,642,0,1,1,44.12413558,6,No,No,P,NO,No,Yes,31-08-2017
0,NA,0,0,0,33.45845387,6,No,No,A,High,Yes,No,28-02-2017
0,NA,2,2,0,30.45422627,5,No,No,M,NO,No,Yes,31-05-2017
0,699,0,0,0,44.75906139,7,No,No,M,NO,No,Yes,31-05-2017
0,539,2,3,2,58.12526242,5,No,No,P,High,No,Yes,31-03-2017
0,678,1,2,1,41.14020891,5,No,No,M,NO,No,Yes,31-08-2017
0,644,0,2,0,44.93710427,5,No,No,A,NO,No,No,31-05-2017
0,668,0,1,1,56.64592423,5,No,No,A,NO,No,Yes,30-09-2017
0,669,0,1,0,33.83423401,7,No,No,A,Low,No,No,31-07-2017
0,655,1,2,1,45.32935677,4,No,No,M,Low,Yes,Yes,31-07-2017
0,641,1,0,0,23.56262803,7,No,No,A,NO,Yes,No,31-01-2017
0,792,0,1,0,54.60813425,6,No,No,A,NO,No,No,31-01-2017
0,670,0,0,1,45.90041921,8,No,No,M,Low,No,No,30-06-2017
0,665,1,3,2,53.66038257,7,Yes,No,M,High,No,No,30-09-2017
0,687,2,3,1,52.65288226,4,No,No,M,NO,No,Yes,30-06-2017
0,582,0,2,1,46.98072171,6,No,No,A,Low,No,No,31-05-2017
0,621,0,2,1,38.10795404,7,No,No,A,High,No,Yes,31-08-2017
0,673,1,2,2,52.71679004,8,Yes,Yes,A,High,Yes,Yes,31-07-2017
0,NA,0,2,1,68.0989716,5,Yes,Yes,M,High,No,Yes,30-04-2017
0,650,1,2,0,34.02375129,6,No,No,P,NO,Yes,No,31-03-2017
0,514,1,3,1,48.43828714,4,Yes,Yes,M,High,No,Yes,28-02-2017
0,603,0,1,0,28.60488186,5,Yes,Yes,M,Low,No,Yes,30-09-2017
0,717,0,1,0,39.0180854,6,No,No,M,NO,Yes,Yes,30-06-2017
0,667,2,2,0,73.76910962,7,Yes,No,A,High,No,Yes,30-09-2017
0,678,1,2,1,62.28134136,7,Yes,No,P,High,Yes,Yes,31-01-2017
0,575,1,1,1,50.16917467,5,No,Yes,A,High,No,Yes,28-02-2017
0,676,1,1,1,37.98560373,8,No,No,M,NO,No,Yes,31-12-2016
0,590,2,3,1,60.6538642,5,Yes,Yes,M,High,No,Yes,31-12-2016
0,586,2,2,2,55.20631648,5,Yes,Yes,A,High,No,Yes,31-05-2017
0,656,2,3,1,58.47504001,5,No,Yes,P,NO,No,Yes,31-08-2017
0,698,1,3,1,61.59244131,6,No,No,A,NO,Yes,No,31-08-2017
0,697,0,0,1,60.81840126,6,No,No,A,NO,Yes,Yes,30-04-2017
0,613,1,1,1,43.73252471,4,No,No,A,NO,No,No,31-12-2016
0,NA,1,2,1,59.25832023,5,Yes,No,A,High,No,No,31-07-2017
0,635,0,0,0,49.35955468,7,No,No,M,NO,Yes,Yes,30-04-2017
0,605,0,1,1,31.08370284,5,Yes,No,M,Low,Yes,No,30-06-2017
0,640,1,2,0,51.95002309,5,No,No,A,NO,Yes,Yes,30-09-2017
0,NA,0,2,1,48.73805851,4,No,No,M,NO,Yes,Yes,31-05-2017
0,533,0,3,2,36.0092439,5,No,No,A,High,No,Yes,31-08-2017
0,683,0,1,0,50.26900769,6,No,No,M,NO,No,Yes,31-03-2017
0,635,0,1,0,45.37354899,4,No,No,M,NO,No,Yes,31-07-2017
0,701,1,2,1,43.91370189,8,No,No,A,Low,No,Yes,30-06-2017
0,677,0,2,0,48.14162521,8,No,No,M,Low,No,Yes,30-04-2017
0,641,1,3,1,60.41473359,6,No,Yes,A,NO,No,Yes,31-08-2017
0,590,1,1,1,57.32596763,5,No,No,M,NO,No,Yes,31-05-2017
0,608,0,1,0,38.83365029,7,No,No,M,Low,No,Yes,31-01-2017
0,559,1,2,1,57.09165935,5,No,Yes,M,High,No,Yes,30-04-2017
0,647,1,2,0,57.28724827,4,No,Yes,M,Low,No,No,30-04-2017
0,609,1,1,1,60.45875434,5,No,No,A,Low,No,Yes,28-02-2017
0,615,1,2,0,49.4981553,4,No,No,M,Low,No,Yes,28-02-2017
0,654,1,2,1,77.66070567,6,No,No,A,NO,No,Yes,31-03-2017
0,609,0,0,0,27.55059011,6,No,No,A,NO,No,Yes,28-02-2017
0,NA,1,0,1,73.87996505,5,No,No,M,High,No,Yes,31-03-2017
0,NA,0,1,1,26.5969231,7,No,No,A,NO,Yes,No,30-09-2017
0,542,1,3,1,37.78963535,4,No,No,P,High,Yes,No,31-03-2017
0,656,1,1,1,42.65223155,5,No,No,M,NO,Yes,Yes,31-12-2016
0,505,0,1,0,41.55307473,5,No,No,P,NO,No,Yes,28-02-2017
0,721,0,0,0,44.08425143,8,No,No,A,NO,Yes,No,31-08-2017
0,618,0,2,0,30.38292757,7,No,No,P,NO,No,No,31-07-2017
0,668,1,2,1,47.41903735,7,No,No,A,NO,No,Yes,30-06-2017
0,647,0,1,0,34.58983303,6,No,No,A,NO,Yes,No,31-05-2017
0,639,1,2,0,89.48359002,7,Yes,Yes,P,High,Yes,No,31-03-2017
0,NA,0,0,0,51.48824797,7,No,No,M,Low,No,No,31-08-2017
0,692,1,3,0,68.5372643,6,No,No,A,NO,No,No,31-01-2017
0,673,1,1,1,46.63303652,7,No,No,M,NO,No,No,30-06-2017
0,610,0,3,1,57.31725083,5,No,No,M,NO,No,Yes,31-12-2016
0,667,0,0,0,36.83558768,5,No,No,M,NO,Yes,Yes,28-02-2017
0,652,0,0,0,46.74416314,6,No,No,A,NO,No,Yes,31-12-2016
0,664,1,1,0,45.85564894,6,No,No,A,NO,No,Yes,31-01-2017
0,604,2,2,0,40.88224842,6,No,Yes,A,High,No,Yes,31-12-2016
0,740,0,1,1,33.48351162,6,No,No,P,NO,No,No,31-01-2017
0,726,1,2,0,43.13656909,5,No,No,A,NO,Yes,No,28-02-2017
0,602,0,1,0,33.6789971,4,No,No,M,NO,No,Yes,31-05-2017
0,592,1,0,1,31.45281439,5,No,Yes,P,NO,Yes,Yes,30-06-2017
0,603,1,2,1,52.16043385,5,Yes,Yes,M,Low,No,Yes,31-07-2017
0,761,2,3,1,52.7004787,6,No,No,M,NO,No,Yes,31-12-2016
0,625,0,1,1,41.19055125,5,No,No,A,NO,Yes,Yes,30-04-2017
0,566,1,1,1,17.15746493,6,No,No,M,NO,No,No,31-07-2017
0,695,1,2,0,30.22684341,6,No,No,M,NO,No,Yes,30-06-2017
0,616,0,1,0,18.9939553,6,No,No,A,Low,Yes,No,31-08-2017
0,658,2,2,0,64.71053479,5,No,No,M,NO,Yes,No,31-12-2016
0,766,0,2,0,34.05563547,8,No,No,M,NO,Yes,No,30-04-2017
0,585,0,2,0,56.3371447,6,No,No,A,NO,No,Yes,31-12-2016
0,649,0,2,0,53.31124785,5,No,No,P,NO,Yes,No,30-06-2017
0,671,2,1,0,44.6205938,5,No,No,M,NO,No,Yes,31-01-2017
0,715,1,2,0,56.2360261,7,No,No,A,NO,No,No,28-02-2017
0,688,1,3,1,63.77877036,4,No,Yes,M,NO,No,Yes,30-04-2017
0,629,1,3,0,43.43661554,7,No,No,P,NO,Yes,No,31-01-2017
0,551,1,3,1,43.17228175,3,No,Yes,M,NO,No,Yes,28-02-2017
0,585,1,2,1,46.68530094,4,No,No,A,Low,No,Yes,28-02-2017
0,759,1,1,0,38.86374381,6,No,No,P,NO,Yes,Yes,30-04-2017
0,703,1,3,1,58.49870411,5,No,No,M,NO,No,No,31-07-2017
0,524,1,3,0,33.42670306,4,No,No,M,High,No,No,31-12-2016
0,NA,0,3,0,45.76566981,5,No,Yes,M,NO,No,Yes,31-12-2016
0,601,0,1,0,65.2519895,3,No,No,M,NO,Yes,Yes,30-04-2017
0,682,0,1,0,55.02966851,5,No,No,M,NO,No,Yes,30-06-2017
0,589,1,1,1,50.00419178,4,No,Yes,M,Low,No,Yes,28-02-2017
0,578,1,1,1,49.28525314,4,No,No,M,Low,No,No,31-05-2017
0,603,0,1,0,35.51911835,4,No,No,A,NO,No,Yes,31-03-2017
0,600,1,3,1,67.06357013,5,No,No,A,Low,No,Yes,31-01-2017
0,571,0,0,0,46.09309764,5,No,No,A,NO,Yes,Yes,31-01-2017
0,616,0,0,0,47.11148854,7,No,No,M,NO,No,No,31-03-2017
0,661,1,0,0,51.45452221,6,No,No,M,High,No,Yes,30-06-2017
0,693,1,2,0,42.68081031,5,No,No,M,NO,Yes,Yes,31-01-2017
0,672,1,2,1,43.66332384,5,No,No,M,NO,No,Yes,30-04-2017
0,640,1,2,1,50.07313177,6,No,No,M,Low,No,Yes,30-04-2017
0,635,2,3,1,55.12983342,5,No,No,M,NO,No,No,31-08-2017
0,651,2,3,1,70.35531917,5,No,Yes,A,Low,No,No,31-05-2017
0,616,1,0,0,28.2602837,4,No,No,P,NO,Yes,No,30-09-2017
0,710,0,0,0,37.94288341,6,No,No,M,NO,No,No,31-08-2017
0,649,2,1,0,33.57134512,6,No,No,M,NO,No,Yes,31-05-2017
0,677,1,2,1,33.64072277,7,No,No,P,High,No,No,28-02-2017
0,463,0,1,1,25.98252293,3,No,No,M,High,No,No,30-04-2017
0,640,1,3,1,43.19964111,4,No,No,M,NO,No,No,31-07-2017
0,562,0,1,0,39.78493349,3,No,No,M,NO,No,No,31-08-2017
0,696,0,2,0,47.76656158,5,No,No,P,NO,No,Yes,31-01-2017
0,663,2,3,1,26.04780449,8,No,No,A,Low,No,Yes,31-12-2016
0,604,1,1,1,58.63175944,4,No,Yes,A,NO,No,Yes,30-04-2017
0,663,0,3,1,49.93445827,5,No,No,M,NO,No,Yes,28-02-2017
0,608,2,2,0,48.11545821,5,No,No,M,NO,No,Yes,31-01-2017
0,611,0,0,0,40.86431234,3,No,Yes,M,NO,No,Yes,31-08-2017
0,731,1,2,1,49.46300148,7,No,No,M,NO,No,No,30-09-2017
0,559,2,3,1,57.63241688,4,Yes,No,M,High,No,Yes,31-01-2017
0,676,1,2,1,49.90462951,7,No,No,P,NO,No,Yes,31-05-2017
0,622,1,1,0,45.57169736,4,No,No,M,NO,No,No,31-01-2017
0,521,1,3,1,32.88152524,3,Yes,No,M,High,No,Yes,28-02-2017
0,579,1,3,2,59.82024144,5,No,No,M,High,No,Yes,31-05-2017
0,654,0,1,1,45.26864062,6,No,No,P,NO,Yes,Yes,31-05-2017
0,763,1,2,1,59.92891509,7,No,No,M,NO,No,No,31-08-2017
0,694,1,1,2,53.24831605,5,No,No,A,NO,No,No,31-12-2016
0,745,0,0,1,46.26074439,4,No,No,P,NO,Yes,Yes,31-12-2016
0,588,1,1,1,52.54438666,6,No,No,P,High,No,No,30-09-2017
0,619,1,1,1,56.68220075,5,No,No,M,Low,No,Yes,30-06-2017
0,NA,0,0,0,23.4625838,7,No,No,P,NO,Yes,No,30-09-2017
0,609,0,0,1,43.18874253,6,No,No,M,NO,No,Yes,31-12-2016
0,717,0,0,0,46.77658837,6,No,No,P,NO,Yes,No,31-12-2016
0,NA,0,0,0,24.91819215,7,No,No,A,NO,Yes,No,30-09-2017
0,651,0,1,1,37.91055373,6,No,No,A,NO,No,Yes,28-02-2017
0,609,2,3,1,60.33424635,3,No,No,P,NO,No,Yes,31-03-2017
0,639,0,1,1,33.14281461,6,No,No,M,NO,No,No,28-02-2017
0,669,1,1,0,48.60965889,6,No,No,A,High,No,Yes,31-07-2017
0,546,0,0,1,29.40992806,5,No,Yes,A,Low,No,No,31-05-2017
0,615,1,0,0,43.94998539,6,No,No,P,NO,No,Yes,31-01-2017
0,601,0,2,1,49.74981405,7,Yes,No,A,High,No,No,30-06-2017
0,528,0,3,2,45.67570539,3,Yes,Yes,M,Low,No,Yes,31-03-2017
0,705,1,2,0,44.3424737,6,No,No,M,NO,No,Yes,31-03-2017
0,665,1,3,1,74.94229054,5,Yes,Yes,A,Low,No,Yes,31-07-2017
0,640,1,1,0,48.45784893,5,No,No,M,High,No,No,31-03-2017
0,NA,1,1,0,12.92474647,5,No,No,M,NO,No,Yes,30-04-2017
0,590,1,2,0,30.3996892,6,No,No,P,NO,Yes,No,31-07-2017
0,650,1,3,1,39.73380808,6,No,No,A,Low,No,Yes,31-03-2017
0,636,2,2,1,34.1612706,6,No,No,P,Low,No,Yes,30-04-2017
0,664,0,0,0,48.61733638,6,No,No,A,NO,No,Yes,30-09-2017
0,715,1,1,1,24.95102295,7,No,No,A,NO,Yes,Yes,30-06-2017
0,619,1,3,1,46.47721347,7,No,No,P,NO,No,No,31-12-2016
0,644,1,2,0,25.91184189,6,No,No,M,NO,No,Yes,31-03-2017
0,533,0,1,0,38.34170789,6,Yes,No,A,High,No,Yes,30-09-2017
0,627,0,2,0,31.180029,6,No,No,M,NO,No,Yes,31-08-2017
0,724,0,1,0,45.0213256,6,No,No,A,NO,No,No,31-03-2017
0,630,0,3,0,43.85134703,5,No,No,M,NO,No,No,28-02-2017
0,545,2,3,0,50.97161179,5,No,No,M,High,No,Yes,31-05-2017
0,701,1,2,0,44.18788927,7,No,No,M,NO,No,No,31-07-2017
0,728,1,1,0,49.34961927,8,No,No,A,NO,No,Yes,31-05-2017
0,581,0,3,1,40.27832481,5,Yes,No,M,Low,Yes,Yes,31-01-2017
0,571,1,2,0,31.1032304,4,No,No,M,NO,No,Yes,31-08-2017
0,627,1,3,1,65.06304494,7,No,No,A,Low,No,No,31-01-2017
0,660,1,2,2,72.90600731,6,Yes,Yes,A,Low,No,Yes,30-06-2017
0,850,0,3,0,36.6868034,8,No,No,A,NO,Yes,Yes,30-09-2017
0,629,1,1,0,45.03079436,5,No,No,M,Low,No,Yes,31-12-2016
0,675,1,3,1,57.80266205,4,No,No,P,NO,No,No,31-12-2016
0,708,2,3,1,77.85761463,5,No,No,P,High,Yes,No,30-09-2017
0,596,0,2,0,21.32266478,3,No,No,M,NO,Yes,No,31-03-2017
0,565,1,2,1,61.13669479,5,Yes,No,M,High,No,Yes,31-01-2017
0,606,1,1,0,43.19902459,3,No,Yes,M,NO,Yes,No,30-06-2017
0,675,2,0,1,40.16462989,6,No,No,M,NO,Yes,Yes,31-01-2017
0,678,2,2,1,40.49305107,5,No,No,M,NO,No,No,28-02-2017
0,NA,1,2,1,33.18525843,4,No,No,A,NO,Yes,No,31-12-2016
0,NA,2,3,1,51.78516987,5,No,Yes,A,NO,No,No,31-07-2017
0,548,0,0,1,28.37791836,5,No,Yes,A,Low,Yes,Yes,31-08-2017
0,653,0,2,1,62.43269039,6,No,No,A,High,No,Yes,31-03-2017
0,639,0,0,0,29.44795433,7,No,No,A,NO,No,No,28-02-2017
0,NA,0,0,0,41.10471122,8,No,No,P,NO,Yes,No,30-04-2017
0,682,1,3,1,45.70732095,7,No,No,A,Low,No,Yes,30-06-2017
0,656,1,1,0,51.19841364,8,Yes,No,M,Low,No,No,30-09-2017
0,696,1,3,1,55.49157879,7,Yes,No,A,High,No,Yes,31-12-2016
0,565,0,1,1,38.86289811,3,No,No,M,NO,No,Yes,28-02-2017
0,736,1,2,1,62.74334258,6,No,No,M,NO,No,Yes,31-03-2017
0,676,0,1,1,37.15019706,7,No,No,A,NO,No,No,31-05-2017
0,646,0,1,0,69.17108013,4,No,No,M,NO,No,Yes,31-01-2017
0,NA,1,2,2,63.43092447,5,No,Yes,A,NO,No,Yes,30-06-2017
0,570,2,1,1,48.77169845,4,No,Yes,M,Low,No,Yes,28-02-2017
0,624,0,2,0,48.05688268,4,No,No,M,NO,No,Yes,31-05-2017
0,677,0,0,0,45.40495519,4,No,No,M,NO,No,Yes,28-02-2017
0,637,0,2,1,36.61467379,5,No,No,M,NO,Yes,Yes,30-06-2017
0,645,0,1,1,55.25740546,8,Yes,No,A,Low,No,Yes,30-06-2017
0,662,1,0,0,43.02344629,6,No,No,A,NO,No,Yes,31-05-2017
0,666,0,0,0,14.55662446,7,No,No,A,NO,Yes,Yes,30-06-2017
0,592,0,3,0,34.23514257,4,No,No,A,NO,Yes,Yes,30-09-2017
0,588,0,1,1,29.87004127,5,No,No,A,NO,No,Yes,30-09-2017
0,636,2,3,1,50.04640476,6,No,No,A,High,No,Yes,28-02-2017
0,644,1,3,0,41.44152358,6,No,No,M,High,No,Yes,31-03-2017
0,NA,0,0,0,40.50643996,7,No,No,P,NO,Yes,Yes,30-04-2017
0,596,1,2,1,46.0863374,3,No,No,M,NO,No,Yes,30-09-2017
0,594,0,2,0,49.47844528,5,No,No,M,NO,No,Yes,30-09-2017
0,683,0,0,0,45.13402458,6,No,No,M,NO,Yes,Yes,31-03-2017
0,657,0,0,1,66.31952753,5,No,No,M,NO,No,No,28-02-2017
0,618,0,0,0,35.40970251,5,No,No,M,NO,Yes,Yes,31-05-2017
0,686,0,0,0,42.13578782,7,No,No,A,NO,No,No,31-03-2017
0,685,1,3,1,41.18425171,6,Yes,No,M,NO,No,Yes,31-03-2017
0,651,1,1,1,54.65093699,7,No,No,M,NO,No,Yes,30-09-2017
