Gender,balance,income,DPD
F,763.3973889,15224.26346,39
M,1532.3263,42152.36171,120
M,1860.741148,39551.03583,30
M,1101.296311,27781.45239,51
M,541.9968025,43873.28941,51
F,696.5835269,2981.279548,25
M,1536.232276,30635.57179,6
M,1333.197313,33782.90385,59
F,869.509201,18056.45478,34
M,1048.55214,40916.12455,6
M,12.07926653,32670.41964,41
M,699.3825817,34276.5925,56
M,855.4263748,48653.58256,54
F,562.3041982,20164.31101,29
M,62.17004972,28660.74751,53
M,977.8897501,45005.25642,40
M,1685.450623,60890.3648,38
M,1257.79532,21679.4905,8
M,671.784325,53374.954,24
M,63.09747039,38493.08725,21
M,686.3844319,28953.27033,6
M,582.944764,40368.54382,31
M,808.6251972,32316.37274,15
M,1077.980307,17705.21896,34
F,1716.089774,22755.26192,2
M,417.7275813,31206.29045,0
M,1300.995166,42493.95555,56
M,896.678116,46328.5442,30
M,136.82832,13585.9975,54
M,29.17509908,38871.47869,13
M,282.9095623,35445.91861,42
M,858.5426304,19071.84843,8
M,864.0471984,27690.11354,55
M,1225.975008,42203.20816,45
M,696.4287643,38028.29972,20
F,1840.217987,26480.71927,57
F,1227.485273,16717.62059,28
M,1716.675134,39543.29108,41
M,330.6224277,11732.25138,21
F,915.6568136,17710.8547,15
M,133.0970308,34578.99685,11
M,420.611587,33293.46686,46
M,1058.058796,27196.25858,10
M,1972.16682,34362.63501,82
M,790.2389859,43646.14313,25
M,131.6247137,40158.70898,17
M,0,37468.48077,25
F,106.2506074,17638.79973,51
F,712.2537066,21407.04362,26
M,906.2232258,44626.94267,29
M,127.4099032,49735.64164,32
M,1698.071916,48595.70465,7
F,1448.035606,18989.39705,3
M,711.4394514,40507.82124,7
M,326.6289568,52696.72518,3
M,352.9438765,59372.71187,3
F,1247.067238,15522.58415,36
M,439.068967,47899.16968,43
M,1030.210058,40711.45317,40
M,0,33168.05805,10
M,1113.276529,51457.53906,32
M,1341.077777,40199.84141,57
F,2269.946966,18021.10595,114
M,1384.264924,27737.60852,42
M,0,32724.50637,59
M,745.8132048,42762.47499,26
M,909.6336239,41915.52066,21
M,196.3740083,57397.2772,14
M,866.1746688,41365.45638,32
F,1460.747667,24960.35938,5
M,760.7767006,44851.56026,24
F,1165.283215,10354.93762,18
M,1085.425572,39274.83387,56
F,724.385576,18641.49842,9
M,114.8844751,27365.4222,1
M,794.5875684,52507.47963,46
M,1093.256619,28811.27349,38
M,943.9378335,48198.40061,21
M,1861.060871,55671.72366,93
M,900.8387591,33130.70934,10
F,1682.796142,23344.07394,46
M,196.1954156,26612.5603,33
M,1181.123749,29181.839,23
F,1101.15809,13142.18149,9
F,1506.860473,14914.82336,53
F,1213.840554,17374.06395,15
F,547.2463251,17445.90172,6
M,1708.574079,34890.71713,34
M,248.0414824,36257.16145,54
M,386.2650712,45776.20668,1
M,527.4632744,35708.16925,18
M,1546.842501,51161.9795,37
M,0,47214.4336,23
M,0,55781.20484,22
M,955.4664338,47520.17558,7
F,750.8620345,16932.32771,43
F,1255.748135,12209.57707,30
M,818.0608834,35902.4718,38
F,1469.366668,11337.42299,43
M,331.7207347,46853.74585,38
M,1456.546056,51508.57434,120
F,1290.854293,19532.73153,37
F,711.0304958,12685.82486,6
M,734.3172028,33240.03903,36
M,329.2188974,48133.82442,2
M,1231.506211,35068.79074,40
M,847.054148,28539.1079,42
M,811.4289115,55119.89696,16
F,1656.857598,15359.43651,49
F,1547.153248,14344.28959,54
F,590.718726,13041.19846,15
F,893.9664662,15092.77603,24
M,0,34066.43811,25
M,800.15468,51730.70461,16
F,685.5225351,12361.8634,21
M,1262.757445,68579.10466,51
M,770.1150264,49856.69012,16
M,1181.000359,35123.74007,27
F,527.653898,17819.96534,34
M,441.4899198,39209.90013,44
M,921.9744134,38340.56889,48
F,875.3623525,14637.17693,31
M,1033.121155,66304.77382,57
M,1046.743543,40822.44741,51
F,1319.706449,23373.9312,1
F,698.5122051,26768.91312,33
M,570.9814914,47021.00672,28
M,842.5417747,33897.92651,44
M,0,47256.06211,53
M,850.3848881,44547.48551,38
F,963.1879064,12799.50938,44
M,1136.331132,42149.86899,51
F,1945.490483,14941.31796,14
F,1442.543601,13049.31938,39
M,135.6290155,39925.70017,52
M,423.8769467,36783.05143,8
M,299.7795953,28917.53781,7
F,701.5393706,17607.45782,17
M,283.207207,39263.39202,10
F,1357.849734,11402.54063,3
F,1327.864163,11020.90643,2
F,946.4499823,15179.21205,57
M,663.5052822,53102.24551,14
M,115.840084,47519.84972,47
M,800.4862112,37715.83633,39
M,640.0638938,52413.85897,15
M,877.2830136,27405.1355,16
F,1382.087692,15552.25205,42
M,751.3945389,50910.24562,30
M,0,39893.27193,16
M,1120.703239,29613.88758,53
F,1312.051431,28483.13551,7
M,389.0553278,22581.62365,32
M,861.6904462,58029.64023,13
M,1079.396005,38864.1448,22
M,1893.289792,31821.72558,61
M,337.4959039,55853.26513,6
M,1142.351706,45580.57481,14
F,847.0564853,13741.32707,24
F,1575.238116,24469.4914,3
F,403.3470535,19690.34551,43
F,566.5231194,25398.39838,2
F,2009.685744,25694.49616,80
M,954.5981678,50139.09299,2
M,1057.940415,45514.67253,22
M,381.3874762,28265.08609,4
M,793.1868556,35555.78028,19
M,1078.910385,54419.78655,46
F,1311.098483,21189.2384,11
M,38.29557625,37186.55159,11
M,756.2166996,36513.92121,29
M,56.86937772,56245.0654,20
M,1189.748039,30315.88513,45
M,1337.390877,51507.50092,51
F,1255.499215,16703.01737,30
M,1211.867926,42777.58234,6
M,318.8772708,50069.02433,35
M,336.0705452,38595.91155,30
M,934.4904926,31043.40833,21
M,812.4882979,42721.3007,54
M,1184.683904,37937.95265,8
F,1737.607593,7153.539666,2
M,94.12072071,36303.94158,40
M,994.6744382,33002.33905,37
M,0,21809.21851,27
M,1006.46883,44563.7708,40
M,331.9228185,47779.92656,13
M,967.1352554,23278.66591,44
M,132.158429,26878.47213,8
M,813.7409929,30975.21409,10
F,0,15986.24197,53
M,529.264959,38814.6067,37
M,743.0559317,40944.5638,58
M,27.7011327,45540.9439,15
M,1299.924669,44214.54091,55
M,906.5417626,27074.77474,46
M,1451.179476,53556.5521,16
M,1027.566531,48558.08728,5
M,1047.227421,40974.72813,59
M,1452.603293,28989.04395,33
F,1190.544112,20291.17198,1
M,1858.904515,35525.21393,117
F,1152.520224,12699.40587,21
M,831.5951866,37372.82827,47
M,922.6966762,34622.61934,7
F,469.4564151,13944.8934,12
M,474.8292191,41288.8291,41
F,1485.272118,10300.85544,35
F,943.3475559,19977.89177,10
M,1789.464512,27427.00457,31
M,659.5431977,21835.1718,12
F,1319.534005,24032.54412,28
F,514.3682658,18934.68347,7
M,1244.465198,40036.00808,42
M,946.8100507,41237.76925,15
F,535.6860201,11019.60693,35
M,682.8184588,33026.00374,2
M,1190.48596,38553.57479,28
M,171.0011892,42749.13071,0
F,1238.016616,26854.36628,50
M,1037.157699,36034.57837,13
F,464.8353104,19121.22865,5
M,124.699032,65211.07421,33
M,667.2030608,44682.83156,9
M,1111.060998,50301.47568,23
M,1142.39654,33740.44298,14
M,778.8301656,44257.33103,30
M,1412.024755,47727.56463,32
M,986.081816,52009.39965,49
M,1251.784019,32721.14404,44
M,149.0244884,33398.46237,48
M,465.0855346,43480.56849,30
M,1031.126796,41022.09564,47
M,1478.124069,31515.34449,77
M,789.0007057,35798.47264,58
F,790.2959403,14086.44837,52
F,1123.595047,16082.90571,8
M,1370.109496,40101.37913,28
M,396.5135872,41969.74677,48
M,682.0783655,30736.88765,47
M,338.735981,44923.04553,16
F,1056.329476,16000.84177,25
M,927.211781,44368.88309,30
M,634.6961045,32594.69223,21
M,833.533113,40526.30562,45
F,1345.230627,18518.71569,24
M,550.8989669,45347.78162,48
M,495.7089542,24845.43297,3
M,661.4261522,22610.3103,19
M,136.1995896,20935.61911,45
M,480.1925853,26084.40714,13
M,230.8689248,32798.78259,31
M,93.5701987,42930.77918,7
F,508.8248517,22663.70983,28
F,970.5159466,16584.82829,6
M,1324.296671,46875.39427,23
M,932.9638468,32105.44192,40
M,0,31418.36914,58
F,984.7631618,17039.97332,17
M,725.1205004,47549.20075,29
M,246.8238097,40953.34276,25
M,1051.321091,23859.4318,40
F,926.8926126,19445.93717,27
F,1024.024885,18545.89964,19
M,699.8420242,41985.25767,23
F,1036.323514,14108.45452,24
M,321.1088067,36275.14289,50
M,0,41152.17395,22
F,1299.187324,19878.74735,41
M,763.3753093,40978.14118,58
F,808.7427719,9775.581396,8
M,808.5075036,34543.0188,41
F,677.5528258,20745.01533,29
F,904.0089267,13996.5019,24
F,102.1667716,26266.36282,38
M,1218.346515,43930.98989,55
F,774.4138371,12289.86437,26
M,1309.564374,47432.43278,23
M,921.9989908,31553.73405,48
M,629.6962085,60230.21901,13
M,77.50293863,31050.15582,11
M,1772.855484,42080.10684,78
M,960.2376921,53418.51083,2
M,664.6529879,56677.62141,29
M,109.918734,33419.00689,15
F,1790.360537,14306.8236,62
M,1425.801629,34015.84987,11
F,1167.620124,23502.21282,43
M,891.1921462,35862.1673,28
F,1124.259312,23168.92345,19
M,1796.114376,31862.57529,15
M,237.9761856,38229.51786,52
M,1353.264924,43888.88306,8
F,1176.55006,18662.59883,47
F,1229.441498,12158.04466,26
M,270.548125,34258.83123,1
F,722.0554201,14661.52456,49
M,1170.198974,46692.10478,85
M,840.1365052,38738.17715,35
F,873.6412372,21810.61199,3
M,434.2433404,57146.4261,13
M,605.2744474,58469.47549,0
M,428.8421619,36980.13927,6
M,1662.762192,36691.56219,4
M,682.7124117,33175.18305,22
M,598.513777,42584.12081,29
M,1088.254765,32617.59348,31
M,911.0522329,38629.51836,9
M,538.1600228,44654.09318,26
M,721.7438218,21162.74272,43
F,438.5173671,17400.39085,43
F,516.865449,20179.34606,55
M,811.1712029,42185.44357,26
M,775.9818346,68179.7612,27
M,285.4000014,39398.56535,42
M,1554.816319,26430.4894,86
M,1057.015212,54652.71033,45
F,673.8124271,17672.28798,45
M,689.6873624,24085.43483,40
F,1400.344589,14768.69622,53
M,601.4172905,41490.61584,45
F,754.8595587,18996.8367,27
M,639.6652615,49977.29496,23
M,765.7724451,35122.02738,56
M,220.3689577,24019.31056,7
M,47.30266754,38293.31114,27
F,780.7223987,23819.78879,46
M,168.8134955,57262.7545,26
M,1557.640951,46030.26209,25
M,1891.109614,34448.69385,61
F,688.7475484,26662.3766,3
M,452.0078771,39990.76569,44
M,574.4911928,31632.62424,50
M,572.1661387,43807.21905,35
M,946.770746,26618.52276,38
M,523.9086948,43928.63793,11
M,1146.358385,44840.02496,36
M,1646.613919,39347.4568,16
M,1216.202309,43656.12889,46
M,1184.899625,53896.90225,47
M,1416.065555,40371.28459,22
M,431.9427414,46658.01381,26
F,521.0330664,16887.16039,59
F,806.9961112,15964.99698,24
M,775.4439275,33781.78107,27
M,942.2799083,24683.38081,18
F,1261.257138,26085.07612,18
M,509.3708922,39546.47264,27
M,1389.386452,39707.98955,24
F,1836.161765,18944.80788,78
M,196.4829904,41972.98495,7
M,1348.888866,40548.75271,51
M,661.6020253,43157.11928,49
M,718.9867228,21044.67383,27
M,451.1293241,39849.71324,7
F,114.4182416,12540.90728,38
F,889.0123127,10382.9368,56
M,1046.135324,47218.81679,49
F,1263.874831,18520.06367,3
M,1109.034634,29759.6363,32
M,698.4053812,33265.43584,29
M,1328.967126,51721.37161,24
F,1199.809244,19538.02749,48
M,1261.778453,26767.92328,7
M,605.3656943,39002.22964,25
M,550.6398862,35648.39063,25
M,894.2750955,36513.5392,22
M,1163.534574,46173.76824,30
F,1061.755086,17502.81964,45
F,1204.54963,19058.98454,26
M,1666.415624,18916.37486,52
M,412.9020609,49060.92374,54
M,595.0659734,29842.88605,37
F,836.0057683,7404.715843,40
M,178.1545157,28785.9621,52
F,627.6453208,17868.44485,25
M,1004.255095,36895.86555,28
M,1195.399568,34333.92991,58
M,515.6356355,51072.84702,12
M,1242.110378,37980.75837,34
F,153.2610397,14027.79074,49
M,1086.740286,42451.99308,59
M,280.9590497,29998.8573,31
M,955.8814143,48657.79037,23
M,1093.282258,18844.25039,32
M,734.0879454,22342.55035,31
M,793.8293877,45089.55206,15
F,410.4961872,25838.19736,56
F,677.6531966,18930.0772,17
M,814.5538745,39148.55837,50
M,800.1773456,43547.39817,48
F,300.7955043,19673.67406,40
F,1748.680849,13715.42438,83
M,0,54901.82221,7
M,1807.684491,42308.95445,71
M,833.0705629,36330.26209,31
M,794.464327,32431.82055,21
M,631.5980113,46841.11096,47
M,108.2494526,45264.56479,20
M,1040.396434,41395.28825,54
F,1207.052483,24747.88997,39
M,67.23043907,45751.44793,2
M,438.3989038,40576.74212,4
M,708.579795,21728.8202,23
M,775.4022116,41857.57803,51
M,0,49459.27548,34
M,610.5067355,52124.23357,5
M,845.3432645,34216.75436,6
M,181.9197785,37725.24736,39
M,272.9878407,63566.36599,28
M,805.0963327,40236.89963,12
M,226.8557048,33014.89333,39
M,0,39576.43465,20
M,691.9288288,23957.71488,33
M,1674.19783,54658.07415,8
F,715.7174174,27285.33324,21
M,339.4334297,44889.87491,26
F,767.3371317,21979.64653,19
M,1088.488096,38171.37207,41
M,28.56739084,35414.57828,15
F,792.5775616,21347.27345,40
F,1093.11502,22593.08161,18
M,408.4892466,35984.56168,46
M,1214.830968,38224.96205,43
F,850.1598866,26764.29246,7
F,1078.662963,25945.17896,42
M,403.6464529,55458.89125,47
M,1378.169887,48152.98785,48
M,306.9952026,43504.30524,45
M,1569.380835,42414.62536,36
F,1377.269683,17077.24211,37
F,656.379057,26578.88356,30
F,1654.632735,23687.35721,25
M,702.0847515,47811.75807,57
M,1110.060616,40236.50149,30
F,718.211754,18788.74812,1
M,737.1504318,50544.78419,2
M,672.3800476,40236.8732,14
M,1298.002763,42219.91124,7
M,489.3993741,37338.58292,21
F,636.104269,20763.82786,33
F,1406.799827,16686.62801,50
M,997.809843,50287.87374,15
M,0,49792.75726,54
F,691.2247423,16872.15171,58
M,485.8689097,14213.70558,27
M,730.1796753,42685.18467,55
M,152.1195126,41847.23184,57
F,1105.925571,13126.21424,16
M,0,47592.72814,21
M,815.737668,48788.10334,33
M,568.629894,28122.59409,59
M,589.9444194,24854.60458,59
M,1139.567166,36363.6248,15
F,344.5228968,21341.65384,57
M,2005.575128,36636.00859,113
M,1391.033809,51881.81867,27
M,1338.884597,32500.58487,39
M,78.78255363,37605.45251,58
M,764.6451796,49100.94838,4
M,602.6168777,56017.12754,12
M,834.6900595,42468.91366,21
M,1391.516591,30152.80387,56
M,1823.751426,53526.35641,79
M,1010.070759,39456.90834,41
F,1069.80034,14736.147,47
M,1116.065771,37074.06137,31
M,428.4022839,36340.65107,32
M,147.4885752,44482.26878,20
F,689.519195,15600.04737,22
M,939.4207168,55360.03312,12
F,591.1402653,19937.02257,19
M,1139.264364,41869.31867,8
M,500.6492512,31353.75002,33
M,1109.408616,64213.19249,10
F,733.928449,28105.6062,36
M,687.9567922,40354.21604,38
M,118.5984509,35974.76401,45
M,0,42009.04182,23
M,634.8650438,49681.22453,17
M,615.4712543,38161.6557,31
M,457.9577436,36211.19499,21
F,854.1493647,12843.43651,41
M,770.9545178,42673.99315,31
F,0,24283.33598,51
M,58.4438978,44838.69499,58
F,1893.664334,21526.35063,96
M,768.0436339,35951.12467,25
M,336.2424173,46279.52586,35
M,852.9713399,42773.77146,3
F,1300.707924,13675.52018,13
M,743.5160765,33764.57181,44
M,293.4523575,38528.44736,47
F,1472.948461,23877.59266,23
M,756.1601309,52778.05363,49
M,465.4956002,42358.16154,10
F,1041.438743,24847.8812,30
M,709.7382874,46363.34367,34
M,427.11769,34193.16093,21
M,612.2257762,60323.35727,46
M,1322.152854,47892.88998,16
M,673.7476812,25013.06314,47
M,1135.047349,48982.22585,94
F,509.6129401,21928.91099,17
M,113.669024,38513.33229,36
F,560.4317644,24511.21021,45
M,1163.73601,32467.74804,41
M,133.5089142,49516.34083,56
M,897.4202657,36296.74814,18
F,793.5627844,13446.05629,24
M,942.7868536,27736.64512,19
M,953.8070084,40908.40612,31
M,814.2436789,29631.11007,30
M,1387.704469,26863.17233,8
F,601.345719,15897.138,3
M,656.5227013,34229.3741,56
F,1790.544092,21938.20923,34
F,1925.982795,17763.3503,62
M,0,16834.80271,9
M,310.1186425,31445.77108,26
F,956.7203919,14464.80738,10
M,205.1731978,47284.25351,57
F,1572.803778,24557.35211,34
F,1455.684182,14822.83306,48
F,1011.458814,28316.75761,58
M,413.5990058,31466.22059,51
F,0,19281.71466,10
M,377.1938454,41901.84737,45
M,0,51480.38735,50
F,0,13407.75859,26
F,527.0560852,22986.28382,25
F,1470.330834,15752.68179,17
M,776.5683574,54662.516,50
M,1096.203668,41016.21823,56
M,130.4529103,46094.07715,24
M,1331.607309,27665.67547,16
F,598.0818313,12385.82408,38
M,177.0108651,53545.01511,50
M,937.0330528,27174.5267,10
M,0,46581.36178,27
F,970.2107314,19245.19816,14
M,268.8794915,48006.15004,58
F,708.9778283,15968.91656,11
M,596.0091827,32983.5435,57
F,1944.677459,13026.04673,68
F,1805.293071,10405.42666,36
M,405.3880438,28493.35072,49
M,849.1290111,26970.73609,22
M,988.4077153,32458.76937,46
F,2261.848162,20030.16512,78
M,1221.599764,40865.31289,10
M,1057.3564,45099.09159,43
F,292.3000209,17321.22712,56
F,940.0797321,18581.57718,43
M,368.1969332,32107.67872,50
M,703.3860084,38419.41383,8
M,1018.22126,39893.30287,25
M,240.2256121,25042.40173,55
F,446.6348475,18309.79074,12
M,1277.793381,35620.156,58
M,519.5840264,30546.86437,36
M,933.5212001,40378.42312,57
F,1074.577871,18574.35373,23
F,1697.753989,19021.0677,9
M,1240.664707,46148.19747,32
M,573.5848026,54427.92115,12
M,486.057014,54794.3922,46
M,455.3484167,41378.99712,30
M,1110.43993,39311.53452,17
M,1225.065552,49090.36931,31
M,286.2582428,28838.32131,37
M,1444.630477,40364.55588,40
M,1031.044588,38199.04679,2
F,382.0032763,19951.72172,22
M,1337.313266,41529.55205,53
M,463.9018129,39626.76943,20
M,948.7779787,24094.78649,30
M,626.5161419,49207.0013,6
M,350.0715602,45354.74619,44
F,1492.963421,11054.06844,75
M,847.6358955,33199.37538,57
M,241.9407399,47843.07974,30
M,616.5386778,31925.18324,14
M,733.4148453,36724.89331,54
M,1100.972882,50237.25782,33
M,665.6278337,55093.3824,11
M,174.935485,55044.37007,18
M,124.2272969,51265.5462,19
M,344.5450091,38463.68526,43
M,954.9482703,42963.66173,27
M,1629.325936,44911.64353,6
M,913.044919,31841.63497,48
M,1306.843023,49036.7417,4
F,2308.893236,19110.26641,14
M,1042.42039,58234.76647,23
M,1264.875626,44359.06062,6
F,1348.645456,21789.38222,6
M,1256.892288,23100.0095,13
M,1046.631553,45717.62805,5
M,0,22535.50636,4
M,432.6554265,22986.93175,14
M,563.1501915,43028.5972,42
M,721.0934339,41411.14368,15
M,741.5927598,24393.31595,36
M,1071.305347,19529.03519,48
F,1589.638598,22541.89203,59
M,1194.597579,38222.50611,50
M,269.5879188,38650.34609,29
F,455.5990263,20549.13483,57
F,795.5407915,10257.67249,18
M,595.3688043,31418.81567,43
F,539.8347931,13119.68585,37
M,1322.723979,23229.90913,107
M,1267.295791,36784.83699,43
M,1091.999738,34704.51229,50
F,951.7855506,14354.63488,43
F,559.4983021,16994.57867,12
F,1222.141327,9080.1457,13
F,1026.104495,20991.39643,56
M,1140.594209,25116.66829,24
M,556.4448383,39707.10879,58
F,306.6107704,11511.88422,45
M,1271.250986,42533.26766,20
M,333.0727083,61508.75656,34
M,1174.519506,23942.20577,48
M,473.9614391,35133.07041,38
F,1724.963232,22170.68734,65
F,1056.770651,14194.659,54
M,841.734663,38023.33074,18
M,590.8781726,52977.64198,3
F,1070.666361,19312.8406,7
M,914.9723795,52871.32437,33
M,1130.512899,35071.67338,58
M,1706.956841,21738.79633,96
M,839.3255069,43909.00396,29
F,330.9361079,21272.30738,50
F,762.5850193,24738.11845,26
M,986.8181659,32386.16236,58
M,916.0730001,42201.8206,29
M,1263.676788,25695.48137,35
M,0,42118.19666,29
M,441.0087864,47707.12518,51
M,349.0544114,46698.02743,10
M,423.9854717,37979.78533,7
F,1295.029713,21717.46955,25
M,681.7244755,31153.63754,11
M,1153.02131,20586.27811,3
M,1470.342593,26136.74369,44
F,1040.873311,12177.03896,55
M,1007.268679,28245.32008,4
M,667.1445832,44863.06899,0
F,634.6799702,17023.68286,6
M,298.7045166,39599.66158,47
M,909.48422,48358.44097,34
F,1737.537815,20974.03459,120
M,203.2638172,46518.13241,5
F,0,19750.39622,13
F,1889.678319,14756.90002,19
M,1558.463471,41648.32617,77
M,1201.927539,45382.61357,48
M,1051.604407,47529.21731,23
M,641.5253832,18350.73342,57
M,883.907073,41668.1062,40
F,953.809047,18241.74144,2
F,1168.895545,14970.87009,54
M,431.3307401,58551.89326,4
F,1291.915263,17910.06461,21
F,335.3579479,5118.745551,17
M,30.8244501,35960.60602,40
F,1119.237574,15214.11563,57
F,1812.079998,17962.27016,112
M,385.6908387,44650.78296,13
F,651.5500049,17743.06562,17
M,1717.495025,38791.05764,44
F,1181.513221,11784.80226,37
M,745.2795147,34704.62025,35
F,1453.309747,15183.72922,48
F,1333.097471,29363.97174,39
F,571.8863591,15632.76928,7
M,494.6532294,40377.66836,53
M,163.5826085,58220.78047,42
F,1371.468372,24248.55196,2
M,1129.202659,40688.63559,55
M,0,53663.16668,51
M,84.85654884,53760.46526,6
M,681.4512395,48892.52469,44
F,1366.477534,11268.77433,38
M,82.0884565,27357.59993,21
M,602.9962261,33888.40919,28
M,176.3231998,54798.69875,7
F,713.7991565,20676.90519,43
M,137.7246167,44747.32768,21
M,159.9734731,30567.80131,8
F,1956.923906,15574.38998,88
M,183.5763822,51149.28157,46
M,975.3354849,50751.03859,38
M,0,44216.92938,16
M,424.285797,35675.7411,17
M,1477.669207,42011.80796,44
F,1211.363648,14186.38867,54
M,903.5493047,46971.56217,8
F,1076.233587,18096.70148,17
M,988.667818,28486.33975,9
M,1311.088803,32797.98992,30
M,0,40056.69266,0
M,289.3299083,45559.17639,48
M,22.53717523,59536.27562,43
F,287.6074133,24440.2252,13
M,25.82837121,22720.09454,26
F,725.7933681,23202.96396,24
F,1137.028318,25117.76297,36
M,1335.115552,30115.15496,37
M,1193.676973,34360.9095,19
F,0,18162.77049,22
M,1047.72339,45181.7486,36
M,0,48271.87044,49
M,327.3225081,29816.38032,53
M,771.6829167,38854.24248,7
F,873.6786524,17655.71003,44
M,974.9077893,36763.14597,38
M,309.8239952,28139.62585,34
M,286.8523269,18402.16475,39
M,509.8522537,49345.42564,37
F,840.3386901,21097.37031,9
M,223.6869181,23513.29538,30
M,1407.224571,22806.84821,4
M,1178.982625,45545.16842,51
M,1298.484815,39143.29192,19
M,627.3533533,37616.46594,8
M,907.1697759,27631.5678,57
M,872.1518416,40524.33874,5
M,620.3203556,52536.77665,59
M,380.333108,30890.0736,35
M,1073.168533,51668.96083,3
M,883.233754,32310.74502,47
F,1558.217831,7364.830078,3
M,2023.733603,32094.62781,64
F,803.9611048,13172.87051,12
M,1060.204707,27870.15539,52
M,869.8545396,33589.13955,14
F,1306.483031,13984.78526,52
M,1597.898741,36524.71624,58
M,1351.962465,43630.03692,13
M,0,29475.38138,6
M,442.5909249,38947.35437,39
F,963.2011987,15938.0661,27
M,1063.797087,41157.35715,56
M,214.4115627,42758.81282,19
M,1258.576399,33571.14452,44
M,506.6271509,49068.87087,19
M,38.40778522,38702.10168,40
M,1237.5474,37387.15415,43
M,0,47437.51224,23
M,555.6652909,46584.7305,54
M,747.9375239,44030.46149,22
F,1000.621768,17223.63797,20
M,773.6729475,40427.74193,48
M,744.7661997,35067.64372,3
M,953.1233642,51257.1439,44
M,998.3757695,37816.8439,4
F,1098.955685,21025.92746,42
M,521.6873539,48700.15308,49
M,82.73038975,27627.22408,15
M,219.1150032,31490.53342,30
M,276.3798286,38721.86797,23
F,1180.363817,24063.31274,24
M,620.9185967,39099.30763,26
M,414.8575624,38030.82462,4
M,1389.890556,48689.73039,18
F,703.0119004,21411.93007,41
M,493.5494228,52241.92216,58
F,1351.411543,14003.47572,6
F,461.7827648,17609.83052,38
M,143.1022619,44846.90101,54
M,1280.003234,30274.3356,55
F,1764.68273,17995.72861,58
M,1648.474017,55548.25418,96
M,0,37409.00299,25
M,610.5977516,22635.06647,34
M,355.1485857,55634.33065,7
F,472.5111008,19903.89205,44
M,786.0139114,52693.94375,17
M,772.7320741,47161.2767,51
M,751.2972186,25013.61407,1
M,1433.71078,42798.56551,8
M,1037.008599,36622.79223,48
F,1827.13495,19616.00973,47
M,764.5059389,37869.21429,23
M,589.5420167,28237.82068,19
M,754.1274899,41341.8026,58
M,911.9264415,41249.28174,8
M,311.918279,39694.48373,38
F,933.2872312,20694.58778,14
M,1374.474712,35805.70886,84
F,322.3119543,10056.11055,31
F,703.8387655,19318.05933,59
F,534.6929068,18729.56624,42
M,0,26626.48588,56
M,770.5198985,44509.57539,39
M,1015.725881,31820.94127,24
M,421.1464996,61655.34805,13
M,1125.091402,33564.07555,29
M,857.380822,28755.18076,29
M,363.9414625,46155.53922,19
M,1157.779701,32219.83173,31
M,993.302551,28501.85601,57
F,403.4594274,15333.87629,31
F,2134.934488,20330.86487,109
F,1234.942716,26919.11596,43
F,805.1042517,22174.02889,55
M,0,41933.09577,49
F,157.5140425,24506.18683,34
M,257.8976572,39477.03186,1
M,1056.915063,53080.58634,44
M,0,48290.85403,34
F,1730.291081,19446.67572,23
M,694.5007107,14150.91438,33
M,1546.760526,32928.63613,21
M,428.6653053,45570.79095,7
F,1764.532309,18148.52408,36
F,1181.979697,17223.36723,4
M,943.1323898,30178.73406,57
M,0,41234.89175,7
M,1087.193767,54961.28848,44
M,14.82095305,32320.26552,2
M,0,47207.05072,47
M,836.0105904,40178.9347,16
M,1494.521135,42280.40785,9
F,1318.528957,15821.15235,13
M,431.1279151,37772.80471,35
M,1335.473573,45847.38211,19
M,1141.442176,27914.40225,0
M,795.1192916,38710.38133,58
M,1005.444088,40615.3422,56
M,481.2401636,49010.75551,29
M,427.340143,27260.73546,38
F,1157.593925,17996.90333,1
M,890.2130229,43643.5824,42
F,1321.329159,20302.21947,49
M,1167.943622,57256.00741,54
F,1197.170953,10834.11138,26
F,922.8853555,22988.84265,24
M,834.7118946,28553.47188,59
F,1264.586941,14649.15502,11
M,1603.665223,25802.30347,49
M,838.2760677,55082.31753,53
F,850.6772791,21251.63951,19
F,1508.307713,17645.30502,21
M,1272.480579,34570.57066,14
M,981.8397963,23636.97634,1
M,487.6950209,46480.03597,37
M,1046.416673,47598.30737,36
M,1533.917257,42888.64105,28
M,709.9535652,37302.62213,12
F,1610.015858,19649.48443,51
F,645.6885305,14211.14714,13
M,377.7139958,46729.33299,52
M,994.99017,39315.95589,59
M,1240.665744,57303.79193,48
M,736.5906124,37031.48477,5
M,1201.230618,46478.15132,38
F,647.3673882,16897.78966,23
M,1161.239934,52064.47135,36
F,1521.912738,21370.79389,1
M,805.5206283,43383.70654,1
M,1155.399548,34539.56438,40
M,613.1111421,38632.13064,35
M,623.9576763,46188.29496,23
M,1000.90104,46469.10252,4
F,807.7488274,18760.3452,23
M,1156.040208,38295.57124,13
M,637.283464,32885.70199,43
F,1241.690987,20105.068,4
M,741.1930622,31104.00445,43
M,1169.834113,39386.37003,30
M,0,35821.78653,34
M,1088.3032,33673.36068,36
F,0,22187.96621,2
M,608.9485801,26463.37476,10
F,431.3027892,15606.24584,38
M,512.6534379,39631.69523,56
F,1241.61642,12058.59762,7
M,0,53058.25521,19
M,561.4337464,37884.9611,55
M,245.2442839,35132.22117,20
M,1081.063663,34138.32374,47
M,492.3264548,42317.24242,15
M,1349.57175,50645.29057,27
